URL,Path,Page Type,HTTP Status,Title,Meta Description,H1,Word Count,Canonical,Robots,Indexable
https://www.fremcoltd.com/product/agriventure-calcium-nitrate-water-soluble-fertilizer,/product/agriventure-calcium-nitrate-water-soluble-fertilizer,Product,200,"Agriventure Calcium Nitrate Water Soluble Fertilizer | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/agriventure-calcium-nitrate-water-soluble-fertilizer,index, follow,true
https://www.fremcoltd.com/product/barfertile-active-barenbrug,/product/barfertile-active-barenbrug,Product,200,"Barfertile Active Barenbrug | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barfertile-active-barenbrug,index, follow,true
https://www.fremcoltd.com/product/barfertile-ecolit,/product/barfertile-ecolit,Product,200,"Barfertile Ecolit | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barfertile-ecolit,index, follow,true
https://www.fremcoltd.com/product/barfertile-planta-fit-biostimulant,/product/barfertile-planta-fit-biostimulant,Product,200,"Barfertile Planta-fit Biostimulant | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barfertile-planta-fit-biostimulant,index, follow,true
https://www.fremcoltd.com/product/barfertile-pro-start-5-kg,/product/barfertile-pro-start-5-kg,Product,200,"Barfertile Pro-start 5 kg | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barfertile-pro-start-5-kg,index, follow,true
https://www.fremcoltd.com/product/barfertile-radi-fit-radical-biostimulant,/product/barfertile-radi-fit-radical-biostimulant,Product,200,"Barfertile Radi-Fit Radical Biostimulant | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barfertile-radi-fit-radical-biostimulant,index, follow,true
https://www.fremcoltd.com/product/barfertile-sport-barenbrug-npk,/product/barfertile-sport-barenbrug-npk,Product,200,"Barfertile Sport Barenbrug NPK | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barfertile-sport-barenbrug-npk,index, follow,true
https://www.fremcoltd.com/product/barenbrug-algaturf-fertilizer,/product/barenbrug-algaturf-fertilizer,Product,200,"Barenbrug Algaturf Fertilizer | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barenbrug-algaturf-fertilizer,index, follow,true
https://www.fremcoltd.com/product/earthworm-humus,/product/earthworm-humus,Product,200,"Earthworm Humus | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/earthworm-humus,index, follow,true
https://www.fremcoltd.com/product/humus-fertilizer-earthworm-bucket,/product/humus-fertilizer-earthworm-bucket,Product,200,"Humus Fertilizer Earthworm Bucket | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/humus-fertilizer-earthworm-bucket,index, follow,true
https://www.fremcoltd.com/product/barfertile-spring-autumn-fertilizer,/product/barfertile-spring-autumn-fertilizer,Product,200,"Barfertile Spring Autumn fertilizer | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/barfertile-spring-autumn-fertilizer,index, follow,true
https://www.fremcoltd.com/product/fertilizer-barenbrug-summer-winter,/product/fertilizer-barenbrug-summer-winter,Product,200,"Fertilizer Barenbrug Summer Winter | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/fertilizer-barenbrug-summer-winter,index, follow,true
https://www.fremcoltd.com/product/barenbrug-k-plus-fertilizer-25-kg,/product/barenbrug-k-plus-fertilizer-25-kg,Product,200,"Barenbrug K-PLUS fertilizer 2,5 kg | FREEM ENTERPRISE CO., LTD","","",62,https://www.fremcoltd.com/product/barenbrug-k-plus-fertilizer-25-kg,index, follow,true
https://www.fremcoltd.com/product/dap-diammonium-phosphate,/product/dap-diammonium-phosphate,Product,200,"DAP Diammonium Phosphate | FREEM ENTERPRISE CO., LTD","","",167,https://www.fremcoltd.com/product/dap-diammonium-phosphate,index, follow,true
https://www.fremcoltd.com/product/superphosphate,/product/superphosphate,Product,200,"Superphosphate | FREEM ENTERPRISE CO., LTD","","",185,https://www.fremcoltd.com/product/superphosphate,index, follow,true
https://www.fremcoltd.com/product/ammonium-sulfate,/product/ammonium-sulfate,Product,200,"Ammonium Sulfate | FREEM ENTERPRISE CO., LTD","","",190,https://www.fremcoltd.com/product/ammonium-sulfate,index, follow,true
https://www.fremcoltd.com/product/mapmonoammonium-phosphate,/product/mapmonoammonium-phosphate,Product,200,"Mapmonoammonium Phosphate | FREEM ENTERPRISE CO., LTD","","",138,https://www.fremcoltd.com/product/mapmonoammonium-phosphate,index, follow,true
https://www.fremcoltd.com/product/monopotassium-phosphate,/product/monopotassium-phosphate,Product,200,"Monopotassium Phosphate | FREEM ENTERPRISE CO., LTD","","",186,https://www.fremcoltd.com/product/monopotassium-phosphate,index, follow,true
https://www.fremcoltd.com/product/npk,/product/npk,Product,200,"NPK | FREEM ENTERPRISE CO., LTD","","",189,https://www.fremcoltd.com/product/npk,index, follow,true
https://www.fremcoltd.com/product/zinc-sulfate-heptahydrate,/product/zinc-sulfate-heptahydrate,Product,200,"Zinc Sulfate Heptahydrate | FREEM ENTERPRISE CO., LTD","","",168,https://www.fremcoltd.com/product/zinc-sulfate-heptahydrate,index, follow,true
https://www.fremcoltd.com/product/nitrogen-fertilizer,/product/nitrogen-fertilizer,Product,200,"NITROGEN FERTILIZER | FREEM ENTERPRISE CO., LTD","","",163,https://www.fremcoltd.com/product/nitrogen-fertilizer,index, follow,true
https://www.fremcoltd.com/product/urea,/product/urea,Product,200,"UREA | FREEM ENTERPRISE CO., LTD","","",183,https://www.fremcoltd.com/product/urea,index, follow,true
https://www.fremcoltd.com/product/automotive-urea,/product/automotive-urea,Product,200,"Automotive Urea | FREEM ENTERPRISE CO., LTD","","",198,https://www.fremcoltd.com/product/automotive-urea,index, follow,true
https://www.fremcoltd.com/product/organic-white-cane-sugar-1-45,/product/organic-white-cane-sugar-1-45,Product,200,"ORGANIC WHITE CANE SUGAR 1-45 | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/organic-white-cane-sugar-1-45,index, follow,true
https://www.fremcoltd.com/product/refined-brown-sugar-icumsa-600-1200,/product/refined-brown-sugar-icumsa-600-1200,Product,200,"Refined Brown Sugar Icumsa 600 - 1200 | FREEM ENTERPRISE CO., LTD","","",178,https://www.fremcoltd.com/product/refined-brown-sugar-icumsa-600-1200,index, follow,true
https://www.fremcoltd.com/product/thai-jasmine-black-cargo-rice,/product/thai-jasmine-black-cargo-rice,Product,200,"Thai Jasmine Black Cargo Rice | FREEM ENTERPRISE CO., LTD","","",45,https://www.fremcoltd.com/product/thai-jasmine-black-cargo-rice,index, follow,true
https://www.fremcoltd.com/product/thai-white-rice-100-broken,/product/thai-white-rice-100-broken,Product,200,"Thai White rice 100% broken | FREEM ENTERPRISE CO., LTD","","",199,https://www.fremcoltd.com/product/thai-white-rice-100-broken,index, follow,true
https://www.fremcoltd.com/product/thai-jasmine-red-cargo-rice,/product/thai-jasmine-red-cargo-rice,Product,200,"Thai Jasmine Red Cargo Rice | FREEM ENTERPRISE CO., LTD","","",137,https://www.fremcoltd.com/product/thai-jasmine-red-cargo-rice,index, follow,true
https://www.fremcoltd.com/product/thai-hom-patum-rice,/product/thai-hom-patum-rice,Product,200,"Thai Hom Patum Rice | FREEM ENTERPRISE CO., LTD","","",132,https://www.fremcoltd.com/product/thai-hom-patum-rice,index, follow,true
https://www.fremcoltd.com/product/granulated-sugar-white-sugar,/product/granulated-sugar-white-sugar,Product,200,"Granulated Sugar (White Sugar) | FREEM ENTERPRISE CO., LTD","","",181,https://www.fremcoltd.com/product/granulated-sugar-white-sugar,index, follow,true
https://www.fremcoltd.com/product/fine-grain-white-sugar,/product/fine-grain-white-sugar,Product,200,"Fine Grain White Sugar | FREEM ENTERPRISE CO., LTD","","",191,https://www.fremcoltd.com/product/fine-grain-white-sugar,index, follow,true
https://www.fremcoltd.com/product/thai-white-rice-25-broken,/product/thai-white-rice-25-broken,Product,200,"Thai White Rice 25% Broken | FREEM ENTERPRISE CO., LTD","","",170,https://www.fremcoltd.com/product/thai-white-rice-25-broken,index, follow,true
https://www.fremcoltd.com/product/thai-white-rice-10-broken,/product/thai-white-rice-10-broken,Product,200,"Thai White Rice 10% Broken | FREEM ENTERPRISE CO., LTD","","",51,https://www.fremcoltd.com/product/thai-white-rice-10-broken,index, follow,true
https://www.fremcoltd.com/product/white-rice-5-broken,/product/white-rice-5-broken,Product,200,"White Rice 5% Broken | FREEM ENTERPRISE CO., LTD","","",70,https://www.fremcoltd.com/product/white-rice-5-broken,index, follow,true
https://www.fremcoltd.com/product/thai-white-rice-100-sortexed,/product/thai-white-rice-100-sortexed,Product,200,"Thai White Rice 100% Sortexed | FREEM ENTERPRISE CO., LTD","","",162,https://www.fremcoltd.com/product/thai-white-rice-100-sortexed,index, follow,true
https://www.fremcoltd.com/product/thai-glutinous-rice-25-broken,/product/thai-glutinous-rice-25-broken,Product,200,"Thai Glutinous Rice 25% Broken | FREEM ENTERPRISE CO., LTD","","",102,https://www.fremcoltd.com/product/thai-glutinous-rice-25-broken,index, follow,true
https://www.fremcoltd.com/product/parboiled-rice-5-broken,/product/parboiled-rice-5-broken,Product,200,"Parboiled Rice 5% Broken | FREEM ENTERPRISE CO., LTD","","",122,https://www.fremcoltd.com/product/parboiled-rice-5-broken,index, follow,true
https://www.fremcoltd.com/product/thai-riceberry-rice,/product/thai-riceberry-rice,Product,200,"Thai Riceberry Rice | FREEM ENTERPRISE CO., LTD","","",1,https://www.fremcoltd.com/product/thai-riceberry-rice,index, follow,true
https://www.fremcoltd.com/product/thai-brown-jasmine-rice,/product/thai-brown-jasmine-rice,Product,200,"Thai Brown Jasmine Rice | FREEM ENTERPRISE CO., LTD","","",144,https://www.fremcoltd.com/product/thai-brown-jasmine-rice,index, follow,true
https://www.fremcoltd.com/product/rri-9-long-grain-ricerri-9-long-grain-rice,/product/rri-9-long-grain-ricerri-9-long-grain-rice,Product,200,"RRI 9 Long Grain RiceRRI 9 Long Grain Rice | FREEM ENTERPRISE CO., LTD","","",190,https://www.fremcoltd.com/product/rri-9-long-grain-ricerri-9-long-grain-rice,index, follow,true
https://www.fremcoltd.com/product/irri-6-long-grain-riceirri-6-long-grain-rice,/product/irri-6-long-grain-riceirri-6-long-grain-rice,Product,200,"IRRI-6 Long Grain RiceIRRI-6 Long Grain Rice | FREEM ENTERPRISE CO., LTD","","",188,https://www.fremcoltd.com/product/irri-6-long-grain-riceirri-6-long-grain-rice,index, follow,true
https://www.fremcoltd.com/product/rbdw-sunflower-oil,/product/rbdw-sunflower-oil,Product,200,"RBDW Sunflower Oil | FREEM ENTERPRISE CO., LTD","","",44,https://www.fremcoltd.com/product/rbdw-sunflower-oil,index, follow,true
https://www.fremcoltd.com/product/high-oleic-sunflower-oil,/product/high-oleic-sunflower-oil,Product,200,"High Oleic Sunflower Oil | FREEM ENTERPRISE CO., LTD","","",176,https://www.fremcoltd.com/product/high-oleic-sunflower-oil,index, follow,true
https://www.fremcoltd.com/product/rbd-soybean-oil,/product/rbd-soybean-oil,Product,200,"RBD Soybean Oil | FREEM ENTERPRISE CO., LTD","","",191,https://www.fremcoltd.com/product/rbd-soybean-oil,index, follow,true
https://www.fremcoltd.com/product/rbd-rapeseed-canola-oil,/product/rbd-rapeseed-canola-oil,Product,200,"RBD Rapeseed / Canola Oil | FREEM ENTERPRISE CO., LTD","","",198,https://www.fremcoltd.com/product/rbd-rapeseed-canola-oil,index, follow,true
https://www.fremcoltd.com/product/long-life-frying-oil,/product/long-life-frying-oil,Product,200,"Long Life Frying Oil | FREEM ENTERPRISE CO., LTD","","",194,https://www.fremcoltd.com/product/long-life-frying-oil,index, follow,true
https://www.fremcoltd.com/product/rbd-corn-oil,/product/rbd-corn-oil,Product,200,"RBD Corn Oil | FREEM ENTERPRISE CO., LTD","","",187,https://www.fremcoltd.com/product/rbd-corn-oil,index, follow,true
https://www.fremcoltd.com/product/rbd-groundnut-peanut-oil,/product/rbd-groundnut-peanut-oil,Product,200,"RBD Groundnut / Peanut Oil | FREEM ENTERPRISE CO., LTD","","",196,https://www.fremcoltd.com/product/rbd-groundnut-peanut-oil,index, follow,true
https://www.fremcoltd.com/product/rbd-palm-oil-36-39,/product/rbd-palm-oil-36-39,Product,200,"RBD Palm Oil ( 36 – 39 ) | FREEM ENTERPRISE CO., LTD","","",208,https://www.fremcoltd.com/product/rbd-palm-oil-36-39,index, follow,true
https://www.fremcoltd.com/product/rbd-palm-olein,/product/rbd-palm-olein,Product,200,"RBD Palm Olein | FREEM ENTERPRISE CO., LTD","","",192,https://www.fremcoltd.com/product/rbd-palm-olein,index, follow,true
https://www.fremcoltd.com/product/redbull-energy-drink-krating-daeng,/product/redbull-energy-drink-krating-daeng,Product,200,"RedBull Energy Drink (Krating Daeng) | FREEM ENTERPRISE CO., LTD","","",122,https://www.fremcoltd.com/product/redbull-energy-drink-krating-daeng,index, follow,true
